
setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: 5.08


setOutSled: -0.30


setOutSled: 0.12


setOutSled: 0.08


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.09


setOutSled: 0.08


setOutSled: 0.08


setOutSled: 0.08


setOutSled: 0.10


setOutSled: 0.09


setOutSled: 0.08


setOutSled: 0.12


setOutSled: 0.13


setOutSled: 0.65


setOutSled: 0.65


setOutSled: 0.64


setOutSled: 0.69


setOutSled: 0.70


setOutSled: 0.69


setOutSled: 0.69


setOutSled: 0.73


setOutSled: 0.70


setOutSled: 0.69


setOutSled: 0.67


setOutSled: 0.67


setOutSled: 0.66


setOutSled: 0.65


setOutSled: 0.65


setOutSled: 0.65


setOutSled: 0.65


setOutSled: 0.60


setOutSled: 0.58


setOutSled: 0.57


setOutSled: 0.56


setOutSled: 0.56


setOutSled: 0.55


setOutSled: 0.51


setOutSled: 0.46


setOutSled: 0.46


setOutSled: 0.45


setOutSled: 0.44


setOutSled: 0.39


setOutSled: 0.38


setOutSled: 0.36


setOutSled: 0.36


setOutSled: 0.38


setOutSled: 0.33


